date,country,currency,amount
2019-10-13,Belgium,CAD,78468
2019-10-13,Chile,EUR,97674
2019-10-13,United Arab Emirates,GBP,11462
2019-10-13,United Kingdom,AUD,9166
2019-10-13,Latvia,GBP,84722
2019-10-13,United States of America,USD,37615
2019-10-13,United States of America,CAD,70580
2019-10-13,United Kingdom,EUR,60058
2019-10-13,Latvia,EUR,44512
2019-10-13,Qatar,USD,6509
2019-10-13,Belgium,EUR,53962
2019-10-13,Qatar,CAD,23768
2019-10-13,United States of America,USD,66225
2019-10-13,Austria,USD,4354
2019-10-13,United States of America,EUR,2141
2019-10-13,United States of America,GBP,78832
2019-10-13,United Kingdom,USD,3647
2019-10-13,Austria,CAD,37517
2019-10-13,Qatar,GBP,10387
2019-10-13,United States of America,AUD,61061
2019-10-13,Qatar,AUD,73042
2019-10-13,Australia,EUR,5224
2019-10-13,United Arab Emirates,CAD,94902
2019-10-13,Chile,USD,73285
2019-10-13,United Kingdom,AUD,72532
2019-10-13,Chile,CAD,31264
2019-10-13,Austria,GBP,30019
2019-10-13,Chile,GBP,31840
2019-10-13,Belgium,AUD,35106
2019-10-13,Latvia,EUR,74543
2019-10-13,South Africa,USD,2607
2019-10-13,South Africa,CAD,90598
2019-10-13,United States of America,GBP,10423
2019-10-13,South Africa,USD,70709
2019-10-13,Chile,AUD,56765
2019-10-13,Belgium,GBP,50122
2019-10-13,Chile,GBP,56507
2019-10-13,South Africa,CAD,99463
2019-10-13,Belgium,AUD,38786
2019-10-13,Italy,GBP,82871
2019-10-13,Australia,AUD,88666
2019-10-13,Austria,CAD,30119
2019-10-13,United States of America,CAD,99028
2019-10-13,Austria,CAD,74269
2019-10-13,Australia,EUR,90407
2019-10-13,United Arab Emirates,CAD,1927
2019-10-13,Qatar,GBP,1265
2019-10-13,Chile,CAD,81196
2019-10-13,Belgium,AUD,90892
2019-10-13,Qatar,AUD,1680
2019-10-13,Australia,CAD,70603
2019-10-13,United Arab Emirates,USD,29029
2019-10-13,Italy,CAD,98390
2019-10-13,Qatar,USD,39029
2019-10-13,United Kingdom,EUR,53665
2019-10-13,Belgium,EUR,92373
2019-10-13,Belgium,CAD,42335
2019-10-13,United Arab Emirates,EUR,70128
2019-10-13,United Arab Emirates,GBP,67723
2019-10-13,United Arab Emirates,GBP,49750
2019-10-13,United Arab Emirates,AUD,54969
2019-10-13,Qatar,GBP,80178
2019-10-13,Italy,GBP,96212
2019-10-13,United Kingdom,AUD,21510
2019-10-13,United Arab Emirates,GBP,13087
2019-10-13,Belgium,CAD,57142
2019-10-13,Latvia,AUD,81167
2019-10-13,Latvia,EUR,66677
2019-10-13,Italy,CAD,52795
2019-10-13,Qatar,GBP,1691
2019-10-13,South Africa,EUR,36735
2019-10-13,Italy,USD,28582
2019-10-13,Italy,EUR,14107
2019-10-13,United Arab Emirates,EUR,7432
2019-10-13,Qatar,AUD,39725
2019-10-13,Belgium,EUR,65489
2019-10-13,Belgium,GBP,76711
2019-10-13,Belgium,EUR,33270
2019-10-13,Chile,CAD,47246
2019-10-13,United Arab Emirates,CAD,168
2019-10-13,United States of America,USD,68681
2019-10-13,Austria,USD,25090
2019-10-13,United Kingdom,CAD,41351
2019-10-13,South Africa,EUR,34149
2019-10-13,Chile,USD,42222
2019-10-13,Italy,CAD,80528
2019-10-13,United Kingdom,AUD,93183
2019-10-13,South Africa,CAD,3759
2019-10-13,Belgium,USD,51866
2019-10-13,Belgium,EUR,70175
2019-10-13,United States of America,GBP,69422
2019-10-13,South Africa,CAD,13777
2019-10-13,Latvia,USD,44883
2019-10-13,United Kingdom,AUD,99871
2019-10-13,Latvia,USD,13891
2019-10-13,United States of America,USD,87095
2019-10-13,United Arab Emirates,CAD,85152
2019-10-13,Italy,AUD,34323
2019-10-13,Latvia,EUR,68299
2019-10-13,Chile,USD,42482
2019-10-13,United Arab Emirates,GBP,34553
2019-10-13,Chile,GBP,61498
2019-10-13,Italy,GBP,54185
2019-10-13,United Arab Emirates,CAD,6334
2019-10-13,United Arab Emirates,AUD,86516
2019-10-13,Italy,GBP,67074
2019-10-13,Latvia,USD,45963
2019-10-13,United Arab Emirates,AUD,80371
2019-10-13,Italy,EUR,30479
2019-10-13,Chile,AUD,3412
2019-10-13,Qatar,AUD,10931
2019-10-13,United States of America,GBP,32766
2019-10-13,South Africa,CAD,76015
2019-10-13,United Kingdom,CAD,42453
2019-10-13,Qatar,AUD,30424
2019-10-13,Qatar,AUD,90146
2019-10-13,Italy,CAD,62611
2019-10-13,Italy,AUD,54655
2019-10-13,Latvia,GBP,53742
2019-10-13,Chile,USD,34978
2019-10-13,Chile,GBP,87482
2019-10-13,United Kingdom,AUD,8479
2019-10-13,Latvia,CAD,44980
2019-10-13,United Kingdom,USD,43841
2019-10-13,Latvia,AUD,2785
2019-10-13,South Africa,USD,87870
2019-10-13,United Arab Emirates,AUD,67683
2019-10-13,Belgium,AUD,19800
2019-10-13,United Kingdom,USD,54392
2019-10-13,Belgium,GBP,49893
2019-10-13,Italy,EUR,50561
2019-10-13,United Arab Emirates,AUD,76172
2019-10-13,Australia,USD,20703
2019-10-13,Australia,CAD,17059
2019-10-13,Qatar,AUD,40483
2019-10-13,Qatar,USD,91885
2019-10-13,Italy,AUD,4499
2019-10-13,United States of America,USD,59591
2019-10-13,Austria,EUR,89226
2019-10-13,Qatar,CAD,43386
2019-10-13,United Kingdom,AUD,60431
2019-10-13,United States of America,CAD,36917
2019-10-13,United Kingdom,CAD,63973
2019-10-13,Italy,AUD,43628
2019-10-13,Chile,GBP,36186
2019-10-13,South Africa,AUD,88803
2019-10-13,South Africa,AUD,23411
2019-10-13,Italy,GBP,60295
2019-10-13,Qatar,USD,94782
2019-10-13,Australia,USD,70801
2019-10-13,United Arab Emirates,CAD,33100
2019-10-13,Belgium,AUD,98661
2019-10-13,United Arab Emirates,USD,99056
2019-10-13,United Kingdom,CAD,51184
2019-10-13,United States of America,CAD,83953
2019-10-13,Austria,GBP,28335
2019-10-13,South Africa,GBP,88380
2019-10-13,South Africa,CAD,7884
2019-10-13,Chile,USD,67192
2019-10-13,Chile,AUD,67583
2019-10-13,United States of America,AUD,62714
2019-10-13,Latvia,USD,62669
2019-10-13,Italy,USD,84795
2019-10-13,Chile,GBP,70643
2019-10-13,Australia,GBP,88529
2019-10-13,Belgium,EUR,21587
2019-10-13,United Kingdom,EUR,51911
2019-10-13,Chile,CAD,61035
2019-10-13,South Africa,AUD,67153
2019-10-13,Qatar,USD,29408
2019-10-13,Australia,USD,61075
2019-10-13,Latvia,USD,39949
2019-10-13,United Arab Emirates,GBP,95601
2019-10-13,United Arab Emirates,GBP,82952
2019-10-13,Austria,EUR,18598
2019-10-13,Australia,GBP,6098
2019-10-13,Chile,GBP,3302
2019-10-13,Qatar,AUD,47829
2019-10-13,Belgium,USD,95027
2019-10-13,Chile,CAD,32881
2019-10-13,Qatar,GBP,99840
2019-10-13,United States of America,EUR,10875
2019-10-13,Australia,CAD,77105
2019-10-13,Chile,GBP,82200
2019-10-13,Italy,GBP,23453
2019-10-13,South Africa,EUR,94614
2019-10-13,Italy,GBP,9205
2019-10-13,United Arab Emirates,AUD,75719
2019-10-13,United Arab Emirates,CAD,53423
2019-10-13,Chile,GBP,98008
2019-10-13,United Kingdom,USD,81449
2019-10-13,Italy,CAD,44641
2019-10-13,Belgium,EUR,6926
2019-10-13,Latvia,GBP,89417
2019-10-13,United States of America,CAD,72030
2019-10-13,United Arab Emirates,AUD,6119
2019-10-13,United Arab Emirates,USD,15433
2019-10-13,South Africa,GBP,91054
2019-10-13,Austria,AUD,19635
2019-10-13,Qatar,USD,72106
2019-10-13,Australia,AUD,69736
2019-10-13,Latvia,AUD,31965
2019-10-13,Belgium,EUR,22615
2019-10-13,Chile,AUD,40382
2019-10-13,Chile,USD,22945
2019-10-13,Chile,CAD,59830
2019-10-13,United States of America,AUD,99326
2019-10-13,Qatar,CAD,57431
2019-10-13,United Kingdom,CAD,47793
2019-10-13,Belgium,AUD,88436
2019-10-13,Chile,CAD,74815
2019-10-13,Belgium,CAD,49121
2019-10-13,Austria,GBP,28450
2019-10-13,Italy,EUR,61467
2019-10-13,Italy,USD,34854
2019-10-13,United Kingdom,USD,42916
2019-10-13,Belgium,EUR,61599
2019-10-13,Austria,CAD,16722
2019-10-13,Belgium,GBP,6325
2019-10-13,Belgium,GBP,45943
2019-10-13,Australia,AUD,3926
2019-10-13,United States of America,GBP,67155
2019-10-13,Chile,USD,15190
2019-10-13,Italy,GBP,21669
2019-10-13,United Arab Emirates,CAD,35736
2019-10-13,United Arab Emirates,USD,56783
2019-10-13,Latvia,EUR,30049
2019-10-13,South Africa,CAD,94659
2019-10-13,Italy,GBP,69056
2019-10-13,Chile,EUR,90068
2019-10-13,Italy,USD,1232
2019-10-13,United Arab Emirates,CAD,2550
2019-10-13,Chile,GBP,40351
2019-10-13,Australia,USD,25242
2019-10-13,Belgium,USD,33930
2019-10-13,Italy,USD,84548
2019-10-13,South Africa,EUR,52103
2019-10-13,Belgium,EUR,7020
2019-10-13,Latvia,GBP,77831
2019-10-13,Austria,EUR,43805
2019-10-13,Latvia,AUD,16928
2019-10-13,Chile,EUR,15970
2019-10-13,Chile,AUD,3501
2019-10-13,United States of America,CAD,78926
2019-10-13,Chile,EUR,90128
2019-10-13,Chile,USD,46837
2019-10-13,Latvia,EUR,79081
2019-10-13,Chile,GBP,36259
2019-10-13,United States of America,AUD,93238
2019-10-13,Australia,USD,13593
2019-10-13,United States of America,GBP,46498
2019-10-13,Qatar,CAD,64340
2019-10-13,Chile,AUD,80835
2019-10-13,Latvia,AUD,18246
2019-10-13,Qatar,GBP,54040
2019-10-13,United States of America,EUR,74060
2019-10-13,Belgium,AUD,73880
2019-10-13,United Arab Emirates,EUR,41307
2019-10-13,Austria,EUR,46921
2019-10-13,Austria,AUD,99056
2019-10-13,United States of America,EUR,95343
2019-10-13,United Kingdom,CAD,33693
2019-10-13,Qatar,EUR,95635
2019-10-13,Belgium,USD,40672
2019-10-13,Belgium,CAD,28092
2019-10-13,Qatar,EUR,21886
2019-10-13,Belgium,AUD,99858
2019-10-13,Italy,GBP,81290
2019-10-13,Belgium,EUR,97873
2019-10-13,United Kingdom,GBP,3309
2019-10-13,United Arab Emirates,EUR,3252
2019-10-13,Australia,EUR,58867
2019-10-13,Austria,CAD,44160
2019-10-13,Austria,EUR,10443
2019-10-13,United Arab Emirates,USD,31867
2019-10-13,United Arab Emirates,CAD,32879
2019-10-13,Italy,EUR,43027
2019-10-13,Austria,CAD,10242
2019-10-13,United Kingdom,CAD,9679
2019-10-13,United Kingdom,CAD,27516
2019-10-13,United States of America,AUD,11558
2019-10-13,South Africa,CAD,54003
2019-10-13,South Africa,GBP,54769
2019-10-13,South Africa,USD,1036
2019-10-13,Qatar,GBP,16430
2019-10-13,United Kingdom,USD,85774
2019-10-13,Latvia,GBP,69734
2019-10-13,Qatar,USD,30361
2019-10-13,Chile,CAD,14918
2019-10-13,Italy,AUD,26471
2019-10-13,Austria,CAD,60507
2019-10-13,Chile,GBP,90611
2019-10-13,Qatar,USD,60895
2019-10-13,United Arab Emirates,USD,5584
2019-10-13,United States of America,GBP,840
2019-10-13,United Arab Emirates,USD,3860
2019-10-13,United States of America,EUR,28152
2019-10-13,Qatar,CAD,78529
2019-10-13,Chile,EUR,53163
2019-10-13,Italy,CAD,79202
2019-10-13,Austria,USD,83050
2019-10-13,United Arab Emirates,USD,71373
2019-10-13,United Kingdom,CAD,42170
2019-10-13,Australia,CAD,81621
2019-10-13,United Arab Emirates,AUD,14185
2019-10-13,United Arab Emirates,GBP,71880
2019-10-13,Latvia,CAD,94819
2019-10-13,Latvia,EUR,63903
2019-10-13,Australia,AUD,97969
2019-10-13,Italy,AUD,92743
2019-10-13,United Arab Emirates,AUD,24655
2019-10-13,Latvia,CAD,32341
2019-10-13,Italy,AUD,82556
2019-10-13,South Africa,CAD,99605
2019-10-13,South Africa,GBP,5032
2019-10-13,United Arab Emirates,USD,1770
2019-10-13,United Arab Emirates,EUR,16032
2019-10-13,Australia,CAD,31544
2019-10-13,United Kingdom,GBP,30676
2019-10-13,South Africa,CAD,99720
2019-10-13,Austria,USD,61460
2019-10-13,Italy,USD,14499
2019-10-13,United States of America,CAD,40242
2019-10-13,South Africa,CAD,88030
2019-10-13,Qatar,CAD,66787
2019-10-13,Australia,EUR,6417
2019-10-13,Italy,CAD,48335
2019-10-13,Latvia,USD,33839
2019-10-13,Italy,AUD,53436
2019-10-13,Belgium,CAD,82363
2019-10-13,Italy,CAD,36112
2019-10-13,Belgium,USD,59393
2019-10-13,United States of America,CAD,53600
2019-10-13,Latvia,EUR,7887
2019-10-13,Belgium,GBP,91996
2019-10-13,United Arab Emirates,AUD,71160
2019-10-13,Italy,AUD,7055
2019-10-13,Qatar,AUD,62584
2019-10-13,South Africa,CAD,15810
2019-10-13,Austria,AUD,23883
2019-10-13,Italy,GBP,68873
2019-10-13,United States of America,USD,93655
2019-10-13,Italy,CAD,31226
2019-10-13,Belgium,EUR,63312
2019-10-13,United States of America,USD,9338
2019-10-13,United Arab Emirates,USD,95375
2019-10-13,United States of America,EUR,2632
2019-10-13,Austria,CAD,80584
2019-10-13,Austria,USD,14492
2019-10-13,Belgium,EUR,22174
2019-10-13,Belgium,USD,70014
2019-10-13,Latvia,CAD,38281
2019-10-13,Austria,USD,25542
2019-10-13,Latvia,GBP,52745
2019-10-13,Australia,USD,73254
2019-10-13,United States of America,CAD,6252
2019-10-13,United Arab Emirates,EUR,41444
2019-10-13,Australia,GBP,26073
2019-10-13,United States of America,EUR,36705
2019-10-13,Austria,CAD,29600
2019-10-13,Belgium,CAD,77333
2019-10-13,Italy,EUR,750
2019-10-13,Latvia,EUR,49169
2019-10-13,United States of America,CAD,83457
2019-10-13,Australia,EUR,57314
2019-10-13,United Arab Emirates,GBP,21422
2019-10-13,Chile,EUR,63050
2019-10-13,United States of America,GBP,52024
2019-10-13,Chile,USD,40253
2019-10-13,Belgium,EUR,85297
2019-10-13,United Kingdom,CAD,94805
2019-10-13,United States of America,CAD,76600
2019-10-13,Australia,USD,41879
2019-10-13,Latvia,CAD,82793
2019-10-13,Latvia,GBP,47268
2019-10-13,United Arab Emirates,USD,75350
2019-10-13,Belgium,GBP,54260
2019-10-13,Chile,GBP,64109
2019-10-13,Austria,USD,47309
2019-10-13,Chile,USD,89618
2019-10-13,United Arab Emirates,USD,80825
2019-10-13,Australia,EUR,78387
2019-10-13,United States of America,GBP,29948
2019-10-13,United Kingdom,EUR,18694
2019-10-13,Chile,USD,39439
2019-10-13,United Arab Emirates,USD,71471
2019-10-13,Belgium,AUD,21420
2019-10-13,United States of America,AUD,95505
2019-10-13,Chile,GBP,62105
2019-10-13,Chile,GBP,13465
2019-10-13,Italy,CAD,52911
2019-10-13,Chile,CAD,58557
2019-10-13,Belgium,AUD,75919
2019-10-13,United Arab Emirates,GBP,25972
2019-10-13,Australia,AUD,34870
2019-10-13,Australia,USD,53665
2019-10-13,United Arab Emirates,GBP,11159
2019-10-13,Austria,GBP,26177
2019-10-13,Belgium,CAD,22277
2019-10-13,United Arab Emirates,GBP,31658
2019-10-13,Austria,AUD,38658
2019-10-13,Chile,EUR,70018
2019-10-13,Belgium,AUD,56540
2019-10-13,Latvia,AUD,12753
2019-10-13,Austria,GBP,59126
2019-10-13,United Arab Emirates,USD,3613
2019-10-13,United Kingdom,EUR,36040
2019-10-13,South Africa,USD,94754
2019-10-13,United States of America,EUR,40514
2019-10-13,Latvia,EUR,76991
2019-10-13,Belgium,EUR,54599
2019-10-13,United Kingdom,USD,77834
2019-10-13,Qatar,AUD,78681
2019-10-13,Australia,CAD,8971
2019-10-13,South Africa,EUR,81409
2019-10-13,United Kingdom,USD,60238
2019-10-13,Italy,EUR,68892
2019-10-13,United Arab Emirates,GBP,48730
2019-10-13,Belgium,CAD,29407
2019-10-13,United Kingdom,EUR,50447
2019-10-13,United Arab Emirates,GBP,61916
2019-10-13,United Arab Emirates,EUR,4288
2019-10-14,Italy,USD,13858
2019-10-14,United Kingdom,USD,66084
2019-10-14,Belgium,AUD,19428
2019-10-14,United States of America,GBP,52739
2019-10-14,Italy,GBP,24901
2019-10-14,Chile,USD,95672
2019-10-14,South Africa,AUD,57196
2019-10-14,Chile,CAD,32391
2019-10-14,Italy,USD,74903
2019-10-14,Italy,EUR,12877
2019-10-14,United Arab Emirates,USD,24952
2019-10-14,Chile,EUR,63866
2019-10-14,United Arab Emirates,CAD,48655
2019-10-14,Italy,AUD,8165
2019-10-14,United States of America,AUD,26530
2019-10-14,United States of America,GBP,62960
2019-10-14,Belgium,GBP,42454
2019-10-14,United Kingdom,CAD,87326
2019-10-14,United States of America,CAD,9784
2019-10-14,Italy,AUD,23379
2019-10-14,Austria,CAD,59539
2019-10-14,South Africa,AUD,20404
2019-10-14,Austria,EUR,59600
2019-10-14,Austria,CAD,11980
2019-10-14,United Kingdom,GBP,81894
2019-10-14,Chile,EUR,7553
2019-10-14,United Kingdom,AUD,1432
2019-10-14,Italy,EUR,2264
2019-10-14,Latvia,CAD,68380
2019-10-14,United States of America,USD,87896
2019-10-14,United States of America,USD,4843
2019-10-14,Chile,GBP,71973
2019-10-14,United Kingdom,USD,61483
2019-10-14,Chile,EUR,91320
2019-10-14,South Africa,CAD,88991
2019-10-14,United Kingdom,AUD,22800
2019-10-14,Qatar,AUD,98599
2019-10-14,Italy,GBP,43549
2019-10-14,Austria,CAD,88158
2019-10-14,Chile,AUD,69646
2019-10-14,United States of America,AUD,40474
2019-10-14,United States of America,CAD,85901
2019-10-14,Australia,GBP,68859
2019-10-14,Latvia,USD,93039
2019-10-14,United States of America,GBP,75288
2019-10-14,United Arab Emirates,USD,82432
2019-10-14,South Africa,EUR,47527
2019-10-14,Italy,AUD,47749
2019-10-14,South Africa,EUR,81717
2019-10-14,Australia,USD,79850
2019-10-14,United Kingdom,CAD,16065
2019-10-14,United Arab Emirates,CAD,94887
2019-10-14,United Arab Emirates,GBP,52054
2019-10-14,United States of America,USD,58714
2019-10-14,South Africa,CAD,95163
2019-10-14,Austria,USD,73205
2019-10-14,South Africa,USD,63931
2019-10-14,Australia,AUD,14240
2019-10-14,Austria,AUD,72208
2019-10-14,United Arab Emirates,GBP,54760
2019-10-14,Belgium,CAD,54849
2019-10-14,Italy,GBP,6067
2019-10-14,United Arab Emirates,USD,88337
2019-10-14,Australia,AUD,96606
2019-10-14,Belgium,GBP,61805
2019-10-14,Belgium,USD,50087
2019-10-14,Australia,USD,3690
2019-10-14,United Kingdom,AUD,71963
2019-10-14,United States of America,CAD,30320
2019-10-14,United Arab Emirates,AUD,45272
2019-10-14,Qatar,EUR,59517
2019-10-14,Australia,GBP,26635
2019-10-14,United Kingdom,AUD,46088
2019-10-14,United States of America,USD,75395
2019-10-14,South Africa,GBP,99939
2019-10-14,Chile,AUD,87115
2019-10-14,Italy,EUR,48227
2019-10-14,United Kingdom,GBP,52186
2019-10-14,United Arab Emirates,CAD,60570
2019-10-14,Australia,USD,73565
2019-10-14,South Africa,EUR,65300
2019-10-14,Austria,GBP,6573
2019-10-14,Latvia,AUD,85606
2019-10-14,United States of America,USD,54866
2019-10-14,United States of America,USD,60431
2019-10-14,United Arab Emirates,AUD,35529
2019-10-14,United Arab Emirates,USD,63786
2019-10-14,Italy,AUD,57756
2019-10-14,United Arab Emirates,GBP,34357
2019-10-14,Austria,GBP,53401
2019-10-14,South Africa,AUD,21799
2019-10-14,Italy,USD,11528
2019-10-14,Qatar,GBP,78907
2019-10-14,Italy,AUD,25636
2019-10-14,United Kingdom,CAD,79860
2019-10-14,Italy,USD,85457
2019-10-14,Chile,GBP,28597
2019-10-14,Austria,USD,89267
2019-10-14,Belgium,CAD,54665
2019-10-14,Austria,GBP,15002
2019-10-14,Australia,CAD,92470
2019-10-14,Italy,EUR,93808
2019-10-14,Chile,USD,35048
2019-10-14,Latvia,EUR,15269
2019-10-14,United Arab Emirates,CAD,40343
2019-10-14,Italy,AUD,31009
2019-10-14,Latvia,GBP,58825
2019-10-14,Austria,CAD,40226
2019-10-14,United Arab Emirates,GBP,16965
2019-10-14,United Arab Emirates,CAD,49244
2019-10-14,Austria,EUR,28776
2019-10-14,United States of America,USD,7071
2019-10-14,Latvia,GBP,58438
2019-10-14,United Kingdom,USD,12012
2019-10-14,Latvia,EUR,4750
2019-10-14,United States of America,EUR,14319
2019-10-14,United States of America,EUR,20910
2019-10-14,Italy,EUR,50074
2019-10-14,Qatar,CAD,8906
2019-10-14,South Africa,GBP,9954
2019-10-14,Italy,USD,17816
2019-10-14,Belgium,AUD,25317
2019-10-14,Chile,AUD,74531
2019-10-14,United States of America,EUR,50654
2019-10-14,United Kingdom,AUD,44971
2019-10-14,United Arab Emirates,USD,31870
2019-10-14,Italy,CAD,31473
2019-10-14,Australia,EUR,88902
2019-10-14,Qatar,AUD,4178
2019-10-14,Belgium,GBP,34426
2019-10-14,Austria,CAD,66773
2019-10-14,Australia,GBP,99900
2019-10-14,Qatar,USD,30225
2019-10-14,United States of America,USD,34927
2019-10-14,Latvia,EUR,87291
2019-10-14,United States of America,CAD,47146
2019-10-14,Italy,USD,37482
2019-10-14,South Africa,EUR,24595
2019-10-14,Qatar,USD,5895
2019-10-14,Austria,USD,12884
2019-10-14,Qatar,AUD,20772
2019-10-14,South Africa,AUD,45739
2019-10-14,Austria,GBP,67934
2019-10-14,Latvia,CAD,30032
2019-10-14,United States of America,USD,84534
2019-10-14,Belgium,CAD,33477
2019-10-14,Italy,GBP,53853
2019-10-14,Australia,USD,70752
2019-10-14,United States of America,CAD,38543
2019-10-14,Chile,EUR,54953
2019-10-14,Italy,AUD,29838
2019-10-14,Austria,CAD,34184
2019-10-14,Belgium,USD,21652
2019-10-14,United Arab Emirates,AUD,35534
2019-10-14,United States of America,CAD,32982
2019-10-14,Latvia,EUR,3067
2019-10-14,South Africa,CAD,20179
2019-10-14,United Kingdom,EUR,21937
2019-10-14,Italy,CAD,49728
2019-10-14,United Arab Emirates,EUR,76841
2019-10-14,Belgium,AUD,70780
2019-10-14,Chile,USD,90755
2019-10-14,United Kingdom,USD,20361
2019-10-14,Australia,EUR,15648
2019-10-14,United States of America,USD,11235
2019-10-14,Italy,GBP,13674
2019-10-14,Italy,USD,26203
2019-10-14,South Africa,EUR,82284
2019-10-14,United States of America,GBP,10981
2019-10-14,United States of America,EUR,25621
2019-10-14,Chile,EUR,72908
2019-10-14,Latvia,USD,47175
2019-10-14,Qatar,USD,23822
2019-10-14,United Kingdom,EUR,17327
2019-10-14,Chile,CAD,29658
2019-10-14,Belgium,EUR,12336
2019-10-14,Belgium,EUR,58689
2019-10-14,Austria,CAD,54353
2019-10-14,Italy,USD,13281
2019-10-14,Australia,EUR,10726
2019-10-14,Belgium,GBP,83165
2019-10-14,United States of America,GBP,12416
2019-10-14,Latvia,GBP,52713
2019-10-14,United Kingdom,USD,44329
2019-10-14,United Arab Emirates,EUR,99648
2019-10-14,Belgium,GBP,11240
2019-10-14,Qatar,EUR,27260
2019-10-14,Latvia,USD,41623
2019-10-14,South Africa,USD,55523
2019-10-14,Qatar,EUR,50028
2019-10-14,Australia,EUR,43247
2019-10-14,Belgium,AUD,11985
2019-10-14,Chile,AUD,83059
2019-10-14,Belgium,CAD,9008
2019-10-14,Qatar,GBP,71704
2019-10-14,United States of America,USD,87563
2019-10-14,United States of America,CAD,69057
2019-10-14,Latvia,GBP,73200
2019-10-14,United States of America,USD,662
2019-10-14,United Arab Emirates,CAD,6179
2019-10-14,United States of America,AUD,84022
2019-10-14,Belgium,AUD,24467
2019-10-14,Qatar,EUR,69381
2019-10-14,United States of America,GBP,87586
2019-10-14,Qatar,EUR,45023
2019-10-14,Qatar,GBP,99082
2019-10-14,United Kingdom,EUR,55170
2019-10-14,Qatar,AUD,80905
2019-10-14,South Africa,EUR,47054
2019-10-14,Australia,GBP,90745
2019-10-14,South Africa,EUR,63741
2019-10-14,Austria,AUD,19305
2019-10-14,Chile,USD,49480
2019-10-14,Austria,AUD,30394
2019-10-14,South Africa,AUD,3965
2019-10-14,Austria,CAD,46274
2019-10-14,United Arab Emirates,AUD,23953
2019-10-14,Qatar,USD,90131
2019-10-14,Qatar,EUR,40326
2019-10-14,Australia,AUD,56688
2019-10-14,United States of America,GBP,19134
2019-10-14,United States of America,USD,6722
2019-10-14,Austria,CAD,65097
2019-10-14,Chile,GBP,92434
2019-10-14,United States of America,EUR,67860
2019-10-14,Italy,CAD,64263
2019-10-14,Latvia,AUD,32685
2019-10-14,Chile,USD,13633
2019-10-14,South Africa,EUR,74261
2019-10-14,Australia,AUD,70041
2019-10-14,United Arab Emirates,AUD,74896
2019-10-14,Chile,CAD,46964
2019-10-14,South Africa,EUR,78975
2019-10-14,Qatar,AUD,68781
2019-10-14,Qatar,CAD,43445
2019-10-14,United States of America,USD,4654
2019-10-14,Latvia,GBP,95797
2019-10-14,United States of America,AUD,67117
2019-10-14,Austria,EUR,38268
2019-10-14,Latvia,AUD,46478
2019-10-14,United Kingdom,EUR,92456
2019-10-14,United Arab Emirates,GBP,54313
2019-10-14,United Arab Emirates,CAD,44745
2019-10-14,Italy,AUD,22391
2019-10-14,Austria,AUD,52393
2019-10-14,Austria,CAD,1387
2019-10-14,Qatar,EUR,15262
2019-10-14,Chile,GBP,50023
2019-10-14,Latvia,USD,48602
2019-10-14,Chile,EUR,57690
2019-10-14,Chile,GBP,56869
2019-10-14,Italy,CAD,13906
2019-10-14,United Kingdom,GBP,20667
2019-10-14,Latvia,CAD,41533
2019-10-14,South Africa,EUR,52314
2019-10-14,Austria,GBP,98340
2019-10-14,South Africa,CAD,43235
2019-10-14,Latvia,EUR,43977
2019-10-14,Austria,EUR,57872
2019-10-14,United States of America,GBP,58362
2019-10-14,United Arab Emirates,GBP,82316
2019-10-14,Austria,EUR,2740
2019-10-14,United Arab Emirates,EUR,9787
2019-10-14,Austria,GBP,54097
2019-10-14,Chile,USD,59160
2019-10-14,Qatar,GBP,98676
2019-10-14,United Arab Emirates,CAD,31696
2019-10-14,South Africa,CAD,11325
2019-10-14,Italy,CAD,14999
2019-10-14,Qatar,AUD,24714
2019-10-14,Australia,GBP,70503
2019-10-14,Latvia,USD,75779
2019-10-14,United States of America,EUR,65121
2019-10-14,United Arab Emirates,USD,53762
2019-10-14,Chile,AUD,6062
2019-10-14,Australia,GBP,67184
2019-10-14,Austria,CAD,55831
2019-10-14,United Kingdom,CAD,35933
2019-10-14,Qatar,CAD,51905
2019-10-14,Austria,AUD,56355
2019-10-14,South Africa,AUD,13634
2019-10-14,Chile,EUR,70422
2019-10-14,South Africa,AUD,66197
2019-10-14,United States of America,AUD,21023
2019-10-14,United Kingdom,EUR,36564
2019-10-14,Belgium,CAD,30504
2019-10-14,Latvia,CAD,55221
2019-10-14,Belgium,GBP,33883
2019-10-14,United Arab Emirates,EUR,25526
2019-10-14,South Africa,GBP,3926
2019-10-14,United States of America,USD,51296
2019-10-14,South Africa,CAD,75563
2019-10-14,Australia,AUD,73545
2019-10-14,Belgium,EUR,3911
2019-10-14,South Africa,AUD,20355
2019-10-14,Austria,CAD,56568
2019-10-14,Italy,USD,43876
2019-10-14,South Africa,EUR,93008
2019-10-14,United States of America,AUD,37256
2019-10-14,Austria,AUD,78478
2019-10-14,Italy,EUR,2635
2019-10-14,United States of America,AUD,44136
2019-10-14,United States of America,USD,93604
2019-10-14,United Arab Emirates,EUR,16739
2019-10-14,Latvia,CAD,52967
2019-10-14,United Arab Emirates,AUD,51727
2019-10-14,Italy,USD,31199
2019-10-14,South Africa,CAD,82535
2019-10-14,Italy,EUR,89902
2019-10-14,Qatar,GBP,56820
2019-10-14,Italy,EUR,17849
2019-10-14,Latvia,EUR,76269
