date,country,currency,amount
2019-10-23,United Kingdom,GBP,41169
2019-10-23,Qatar,GBP,29954
2019-10-23,Austria,USD,32251
2019-10-23,Latvia,GBP,79411
2019-10-23,Qatar,CAD,42466
2019-10-23,United Arab Emirates,GBP,60031
2019-10-23,Austria,GBP,62583
2019-10-23,South Africa,USD,34943
2019-10-23,Austria,USD,24285
2019-10-23,Australia,GBP,64502
2019-10-23,United Kingdom,GBP,12610
2019-10-23,Chile,GBP,57362
2019-10-23,Belgium,EUR,88199
2019-10-23,United Kingdom,EUR,96193
2019-10-23,Latvia,GBP,50359
2019-10-23,United Arab Emirates,CAD,96852
2019-10-23,Latvia,EUR,67819
2019-10-23,United Arab Emirates,USD,45281
2019-10-23,Chile,USD,27191
2019-10-23,United States of America,USD,20225
2019-10-23,Qatar,USD,61017
2019-10-23,United Kingdom,USD,59258
2019-10-23,Belgium,AUD,69739
2019-10-23,United States of America,USD,64218
2019-10-23,United Arab Emirates,GBP,39218
2019-10-23,Austria,EUR,77236
2019-10-23,Qatar,AUD,10039
2019-10-23,Italy,CAD,77620
2019-10-23,Latvia,GBP,17876
2019-10-23,Italy,GBP,68037
2019-10-23,United States of America,EUR,76951
2019-10-23,United States of America,USD,68136
2019-10-23,Austria,AUD,23756
2019-10-23,Qatar,USD,59688
2019-10-23,United Arab Emirates,EUR,49438
2019-10-23,Qatar,AUD,70260
2019-10-23,Belgium,EUR,12867
2019-10-23,Qatar,EUR,46203
2019-10-23,Latvia,USD,85832
2019-10-23,Belgium,EUR,64440
2019-10-23,United Kingdom,EUR,4445
2019-10-23,Chile,GBP,63537
2019-10-23,Latvia,USD,76880
2019-10-23,Australia,CAD,990
2019-10-23,Latvia,EUR,89893
2019-10-23,Austria,CAD,67411
2019-10-23,Australia,EUR,44846
2019-10-23,Australia,USD,14812
2019-10-23,Belgium,GBP,46685
2019-10-23,United Arab Emirates,USD,76037
2019-10-23,United Kingdom,EUR,28534
2019-10-23,Austria,USD,54850
2019-10-23,Austria,AUD,43671
2019-10-23,Latvia,EUR,1318
2019-10-23,Australia,EUR,66589
2019-10-23,Belgium,USD,85628
2019-10-23,United Arab Emirates,CAD,33673
2019-10-23,Italy,EUR,19802
2019-10-23,Austria,EUR,35224
2019-10-23,United States of America,EUR,17873
2019-10-23,United Arab Emirates,GBP,27976
2019-10-23,United Arab Emirates,AUD,3765
2019-10-23,Australia,CAD,88010
2019-10-23,Belgium,AUD,72715
2019-10-23,Australia,USD,60654
2019-10-23,Austria,USD,38095
2019-10-23,United States of America,CAD,82960
2019-10-23,Qatar,GBP,5884
2019-10-23,South Africa,CAD,19548
2019-10-23,Belgium,GBP,70925
2019-10-23,Austria,AUD,40873
2019-10-23,Belgium,CAD,87747
2019-10-23,Belgium,CAD,96485
2019-10-23,Latvia,AUD,58581
2019-10-23,Italy,CAD,66178
2019-10-23,South Africa,USD,41664
2019-10-23,United Arab Emirates,AUD,56442
2019-10-23,Qatar,EUR,21475
2019-10-23,Chile,EUR,3716
2019-10-23,United Arab Emirates,EUR,83539
2019-10-23,Australia,CAD,70233
2019-10-23,Latvia,EUR,42177
2019-10-23,Latvia,CAD,87026
2019-10-23,Austria,USD,28133
2019-10-23,Chile,CAD,5312
2019-10-23,Austria,CAD,23522
2019-10-23,South Africa,AUD,28306
2019-10-23,United States of America,AUD,26943
2019-10-23,United States of America,EUR,3165
2019-10-23,United Kingdom,AUD,53900
2019-10-23,United Arab Emirates,CAD,51837
2019-10-23,Austria,GBP,83474
2019-10-23,Australia,GBP,58966
2019-10-23,United Arab Emirates,GBP,66093
2019-10-23,United Kingdom,GBP,64208
2019-10-23,Austria,EUR,42261
2019-10-23,South Africa,AUD,46615
2019-10-23,United Kingdom,GBP,5148
2019-10-23,United Arab Emirates,EUR,61202
2019-10-23,Austria,USD,80132
2019-10-23,Italy,CAD,2981
2019-10-23,Australia,AUD,94190
2019-10-23,United States of America,CAD,19841
2019-10-23,United Arab Emirates,GBP,4701
2019-10-23,United Kingdom,CAD,9650
2019-10-23,Australia,USD,20164
2019-10-23,Chile,EUR,22369
2019-10-23,Qatar,USD,66577
2019-10-23,Austria,GBP,22764
2019-10-23,Austria,GBP,71801
2019-10-23,South Africa,AUD,85056
2019-10-23,Belgium,USD,16571
2019-10-23,Belgium,CAD,24425
2019-10-23,Australia,EUR,15006
2019-10-23,United Arab Emirates,EUR,39632
2019-10-23,Australia,CAD,27648
2019-10-23,Belgium,USD,60342
2019-10-23,Austria,USD,74199
2019-10-23,Italy,EUR,23595
2019-10-23,Chile,AUD,18138
2019-10-23,Belgium,USD,62545
2019-10-23,Chile,CAD,31339
2019-10-23,South Africa,USD,39884
2019-10-23,United Kingdom,USD,99378
2019-10-23,Australia,EUR,16982
2019-10-23,Qatar,CAD,33919
2019-10-23,Italy,CAD,60172
2019-10-23,Australia,GBP,36022
2019-10-23,Qatar,CAD,72786
2019-10-23,Qatar,USD,42283
2019-10-23,Chile,USD,59226
2019-10-23,Austria,GBP,12567
2019-10-23,Austria,USD,74734
2019-10-23,Chile,CAD,52333
2019-10-23,Australia,USD,63665
2019-10-23,South Africa,CAD,22830
2019-10-23,United Kingdom,CAD,49301
2019-10-23,Australia,GBP,12462
2019-10-23,United Kingdom,EUR,5909
2019-10-23,United Kingdom,AUD,28059
2019-10-23,Australia,USD,42383
2019-10-23,United States of America,GBP,43156
2019-10-23,United Kingdom,CAD,6595
2019-10-23,Chile,USD,49427
2019-10-23,Austria,GBP,71512
2019-10-23,South Africa,EUR,91772
2019-10-23,Latvia,EUR,50971
2019-10-23,South Africa,CAD,98132
2019-10-23,United Arab Emirates,USD,24354
2019-10-23,Italy,CAD,55754
2019-10-23,Austria,GBP,22306
2019-10-23,Belgium,CAD,69688
2019-10-23,Chile,AUD,76673
2019-10-23,Austria,AUD,38670
2019-10-23,United Arab Emirates,CAD,37329
2019-10-23,Austria,AUD,87155
2019-10-23,Belgium,GBP,55019
2019-10-23,Australia,GBP,48153
2019-10-23,Austria,EUR,80224
2019-10-23,Latvia,EUR,82997
2019-10-23,Australia,AUD,59335
2019-10-23,Chile,EUR,76337
2019-10-23,Belgium,GBP,39978
2019-10-23,Chile,EUR,64954
2019-10-23,Latvia,GBP,10054
2019-10-23,Australia,USD,30726
2019-10-23,Latvia,CAD,4732
2019-10-23,United Kingdom,USD,36910
2019-10-23,United States of America,EUR,43245
2019-10-23,United Arab Emirates,AUD,14046
2019-10-23,Chile,CAD,10961
2019-10-23,United Arab Emirates,CAD,59025
2019-10-23,Chile,AUD,37871
2019-10-23,United Kingdom,CAD,68130
2019-10-23,United Arab Emirates,EUR,74957
2019-10-23,Latvia,AUD,64073
2019-10-23,United States of America,USD,54362
2019-10-23,United States of America,EUR,18984
2019-10-23,Italy,CAD,76050
2019-10-23,Italy,USD,72095
2019-10-23,United Arab Emirates,GBP,72613
2019-10-23,United Arab Emirates,GBP,90461
2019-10-23,Chile,GBP,87470
2019-10-23,Qatar,EUR,3513
2019-10-23,United Kingdom,USD,6693
2019-10-23,Australia,GBP,31071
2019-10-23,Qatar,AUD,20586
2019-10-23,Austria,AUD,10127
2019-10-23,Latvia,USD,8540
2019-10-23,South Africa,AUD,27603
2019-10-23,Austria,GBP,23823
2019-10-23,Australia,CAD,40425
2019-10-23,Italy,GBP,45364
2019-10-23,Latvia,GBP,79936
2019-10-23,Austria,GBP,96822
2019-10-23,Austria,EUR,72943
2019-10-23,South Africa,AUD,21001
2019-10-23,Belgium,AUD,55094
2019-10-23,South Africa,CAD,41465
2019-10-23,United Kingdom,USD,38351
2019-10-23,Italy,EUR,44407
2019-10-23,Belgium,USD,82600
2019-10-23,Austria,EUR,63160
2019-10-23,Qatar,GBP,9392
2019-10-23,South Africa,GBP,43596
2019-10-23,Latvia,EUR,55065
2019-10-23,Australia,EUR,51559
2019-10-23,Chile,CAD,84697
2019-10-23,Belgium,USD,34392
2019-10-23,Austria,CAD,34955
2019-10-23,Belgium,CAD,72937
2019-10-23,Italy,EUR,99270
2019-10-23,Chile,EUR,73454
2019-10-23,Chile,GBP,81831
2019-10-23,South Africa,CAD,50741
2019-10-23,Latvia,USD,3120
2019-10-23,South Africa,EUR,71042
2019-10-23,Belgium,AUD,24918
2019-10-23,Belgium,USD,52340
2019-10-23,United States of America,EUR,4648
2019-10-23,Qatar,CAD,39594
2019-10-23,Belgium,CAD,15217
2019-10-23,Latvia,EUR,27724
2019-10-23,Latvia,EUR,81620
2019-10-23,Belgium,EUR,98656
2019-10-23,Belgium,GBP,88951
2019-10-23,United Arab Emirates,USD,55046
2019-10-23,Latvia,AUD,24550
2019-10-23,Austria,EUR,28210
2019-10-23,Belgium,USD,29427
2019-10-23,Austria,CAD,59449
2019-10-23,South Africa,USD,5465
2019-10-23,Italy,AUD,19935
2019-10-23,Latvia,EUR,77151
2019-10-23,Qatar,AUD,85806
2019-10-23,South Africa,EUR,45297
2019-10-23,Chile,CAD,12737
2019-10-23,Latvia,USD,77848
2019-10-23,Latvia,USD,30001
2019-10-23,Australia,AUD,31946
2019-10-23,South Africa,USD,85092
2019-10-23,Chile,USD,18419
2019-10-23,Chile,CAD,6796
2019-10-23,United Arab Emirates,AUD,73806
2019-10-23,United Arab Emirates,GBP,18407
2019-10-23,Belgium,USD,47802
2019-10-23,Chile,EUR,86787
2019-10-23,South Africa,CAD,13871
2019-10-23,United Kingdom,AUD,61537
2019-10-23,Austria,EUR,35584
2019-10-23,United Arab Emirates,AUD,83857
2019-10-23,South Africa,GBP,30658
2019-10-23,United Arab Emirates,EUR,68282
2019-10-23,United States of America,USD,71160
2019-10-23,Chile,USD,61605
2019-10-23,Austria,CAD,53735
2019-10-23,Australia,AUD,67172
2019-10-23,United Arab Emirates,GBP,25358
2019-10-23,United States of America,GBP,61295
2019-10-23,Italy,USD,74362
2019-10-23,Austria,GBP,78117
2019-10-23,Australia,AUD,39243
2019-10-23,Chile,GBP,7208
2019-10-23,South Africa,USD,83544
2019-10-23,United Arab Emirates,CAD,97277
2019-10-23,United Kingdom,EUR,43351
2019-10-23,United Arab Emirates,CAD,82028
2019-10-23,Australia,USD,66871
2019-10-23,Australia,CAD,55307
2019-10-23,Latvia,EUR,20294
2019-10-23,United Kingdom,EUR,10192
2019-10-23,Qatar,CAD,57508
2019-10-23,United States of America,CAD,45473
2019-10-23,Australia,GBP,29748
2019-10-23,Latvia,GBP,15383
2019-10-23,Qatar,USD,52766
2019-10-23,Austria,GBP,45385
2019-10-23,Latvia,EUR,28927
2019-10-23,United Arab Emirates,GBP,3585
2019-10-23,South Africa,USD,42430
2019-10-23,Australia,USD,66474
2019-10-23,Austria,USD,79584
2019-10-23,Belgium,AUD,73985
2019-10-23,Austria,EUR,64982
2019-10-23,Chile,AUD,4092
2019-10-23,Qatar,EUR,90593
2019-10-23,Belgium,EUR,59451
2019-10-23,United States of America,CAD,51457
2019-10-23,United States of America,AUD,73168
2019-10-23,Italy,AUD,90428
2019-10-23,South Africa,AUD,72948
2019-10-23,United Arab Emirates,CAD,9759
2019-10-23,Chile,AUD,78050
2019-10-23,Latvia,EUR,6049
2019-10-23,United States of America,GBP,22547
2019-10-23,Latvia,AUD,54922
2019-10-23,United States of America,CAD,33173
2019-10-23,South Africa,USD,6372
2019-10-23,Austria,GBP,97795
2019-10-23,Latvia,GBP,18854
2019-10-23,Qatar,AUD,64807
2019-10-23,South Africa,AUD,5248
2019-10-23,United Arab Emirates,USD,26967
2019-10-23,Australia,GBP,10720
2019-10-23,Australia,GBP,31454
2019-10-23,Austria,EUR,27814
2019-10-23,Australia,CAD,49127
2019-10-23,Australia,GBP,65670
2019-10-23,Austria,CAD,37667
2019-10-23,United States of America,USD,76256
2019-10-23,United Kingdom,USD,75390
2019-10-23,Belgium,GBP,28440
2019-10-23,Austria,EUR,91404
2019-10-23,United States of America,GBP,20015
2019-10-23,Chile,EUR,86900
2019-10-23,Belgium,EUR,73201
2019-10-23,Qatar,GBP,53175
2019-10-23,Chile,CAD,82312
2019-10-23,United Kingdom,USD,85394
2019-10-23,Austria,AUD,6068
2019-10-23,Belgium,AUD,85785
2019-10-23,Australia,USD,96564
2019-10-23,United States of America,USD,43863
2019-10-23,United States of America,USD,82091
2019-10-23,United States of America,EUR,92349
2019-10-23,Belgium,USD,64337
2019-10-24,South Africa,EUR,85086
2019-10-24,United Kingdom,EUR,38379
2019-10-24,United States of America,USD,32256
2019-10-24,United States of America,GBP,7709
2019-10-24,Australia,USD,39865
2019-10-24,Australia,CAD,55716
2019-10-24,United Kingdom,EUR,83504
2019-10-24,Chile,USD,3035
2019-10-24,Italy,AUD,74258
2019-10-24,United Arab Emirates,CAD,91882
2019-10-24,Italy,CAD,87385
2019-10-24,Australia,USD,82972
2019-10-24,Chile,EUR,97866
2019-10-24,Italy,AUD,21527
2019-10-24,Belgium,CAD,95040
2019-10-24,United States of America,EUR,3697
2019-10-24,Latvia,USD,87821
2019-10-24,Latvia,EUR,63686
2019-10-24,United States of America,USD,89107
2019-10-24,United States of America,AUD,49514
2019-10-24,Australia,USD,40114
2019-10-24,United Kingdom,AUD,71801
2019-10-24,Qatar,AUD,46608
2019-10-24,Austria,EUR,62080
2019-10-24,United Arab Emirates,EUR,10491
2019-10-24,Latvia,CAD,34428
2019-10-24,Latvia,CAD,31644
2019-10-24,United Kingdom,AUD,33461
2019-10-24,Australia,USD,6830
2019-10-24,South Africa,GBP,39561
2019-10-24,Belgium,USD,24680
2019-10-24,Chile,AUD,91297
2019-10-24,United Kingdom,AUD,80267
2019-10-24,Italy,EUR,86354
2019-10-24,Latvia,EUR,93098
2019-10-24,Australia,AUD,92338
2019-10-24,Latvia,USD,61525
2019-10-24,Chile,EUR,57361
2019-10-24,Austria,GBP,18812
2019-10-24,Chile,EUR,17814
2019-10-24,United Arab Emirates,EUR,63427
2019-10-24,Austria,CAD,9244
2019-10-24,Austria,EUR,31058
2019-10-24,Latvia,AUD,89739
2019-10-24,United Arab Emirates,AUD,89826
2019-10-24,Qatar,GBP,97531
2019-10-24,Austria,USD,96648
2019-10-24,United Kingdom,AUD,80632
2019-10-24,Italy,GBP,28973
2019-10-24,United Arab Emirates,USD,42778
2019-10-24,Latvia,AUD,64426
2019-10-24,Italy,EUR,67062
2019-10-24,Italy,AUD,80177
2019-10-24,Chile,AUD,26261
2019-10-24,South Africa,CAD,77302
2019-10-24,Latvia,EUR,26314
2019-10-24,Australia,AUD,9826
2019-10-24,United Kingdom,AUD,27890
2019-10-24,Latvia,USD,18077
2019-10-24,Australia,USD,7235
2019-10-24,United Kingdom,GBP,24934
2019-10-24,Latvia,USD,59202
2019-10-24,Qatar,GBP,51432
2019-10-24,Italy,GBP,91483
2019-10-24,Austria,USD,17232
2019-10-24,Chile,USD,86253
2019-10-24,Austria,EUR,53631
2019-10-24,South Africa,CAD,24982
2019-10-24,Austria,AUD,11103
2019-10-24,Chile,CAD,6373
2019-10-24,Latvia,EUR,59802
2019-10-24,South Africa,EUR,48237
2019-10-24,Qatar,EUR,81991
2019-10-24,Chile,CAD,63653
2019-10-24,Chile,AUD,43172
2019-10-24,United Kingdom,AUD,73144
2019-10-24,United Arab Emirates,USD,8097
2019-10-24,Italy,CAD,55631
2019-10-24,Latvia,GBP,34148
2019-10-24,Chile,AUD,69638
2019-10-24,Austria,GBP,52707
2019-10-24,Chile,CAD,73973
2019-10-24,Belgium,AUD,8174
2019-10-24,United States of America,EUR,38758
2019-10-24,United States of America,GBP,25035
2019-10-24,Italy,USD,72695
2019-10-24,United Arab Emirates,AUD,48607
2019-10-24,Chile,GBP,64763
2019-10-24,United Arab Emirates,EUR,81515
2019-10-24,United States of America,USD,70599
2019-10-24,United Arab Emirates,USD,31346
2019-10-24,Chile,AUD,43772
2019-10-24,Belgium,CAD,19877
2019-10-24,South Africa,USD,91677
2019-10-24,United States of America,CAD,35051
2019-10-24,United States of America,AUD,32158
2019-10-24,Qatar,CAD,1021
2019-10-24,Italy,USD,61471
2019-10-24,Australia,USD,50964
2019-10-24,South Africa,USD,99400
2019-10-24,Qatar,AUD,88166
2019-10-24,United Arab Emirates,EUR,29954
2019-10-24,Italy,USD,49907
2019-10-24,Italy,USD,9102
2019-10-24,Latvia,AUD,66156
2019-10-24,Chile,CAD,11690
2019-10-24,Austria,GBP,31764
2019-10-24,Austria,CAD,39059
2019-10-24,South Africa,CAD,92118
2019-10-24,United Kingdom,USD,60741
2019-10-24,Latvia,AUD,74207
2019-10-24,United Arab Emirates,USD,74063
2019-10-24,Latvia,GBP,54613
2019-10-24,Belgium,CAD,56330
2019-10-24,Qatar,AUD,10138
2019-10-24,Austria,CAD,58780
2019-10-24,Qatar,CAD,61223
2019-10-24,Belgium,CAD,17000
2019-10-24,United States of America,CAD,79235
2019-10-24,Australia,CAD,67
2019-10-24,Chile,USD,15575
2019-10-24,Australia,USD,90565
2019-10-24,United Kingdom,USD,67949
2019-10-24,Qatar,EUR,91372
2019-10-24,Qatar,EUR,8997
2019-10-24,United Kingdom,USD,49391
2019-10-24,Chile,EUR,10414
2019-10-24,Austria,GBP,59003
2019-10-24,South Africa,GBP,31405
2019-10-24,Italy,GBP,50669
2019-10-24,Latvia,EUR,62274
2019-10-24,United Kingdom,AUD,48797
2019-10-24,United Arab Emirates,USD,82445
2019-10-24,Austria,EUR,39538
2019-10-24,United Arab Emirates,GBP,92081
2019-10-24,Australia,GBP,68340
2019-10-24,Belgium,AUD,81639
2019-10-24,United Arab Emirates,AUD,8681
2019-10-24,United States of America,EUR,79821
2019-10-24,Latvia,USD,82668
2019-10-24,South Africa,EUR,94721
2019-10-24,South Africa,CAD,82389
2019-10-24,United States of America,EUR,81556
2019-10-24,Belgium,GBP,73445
2019-10-24,Italy,EUR,32957
2019-10-24,Australia,GBP,98770
2019-10-24,Belgium,CAD,10914
2019-10-24,Austria,EUR,87986
2019-10-24,Austria,EUR,66100
2019-10-24,Italy,AUD,70376
2019-10-24,United Kingdom,EUR,68737
2019-10-24,Australia,AUD,41108
2019-10-24,Italy,GBP,51513
2019-10-24,Qatar,EUR,91933
2019-10-24,Latvia,AUD,27686
2019-10-24,Australia,USD,97334
2019-10-24,South Africa,USD,62601
2019-10-24,South Africa,USD,72658
2019-10-24,United Kingdom,GBP,22469
2019-10-24,South Africa,EUR,78740
2019-10-24,Australia,EUR,92061
2019-10-24,Austria,CAD,24823
2019-10-24,Belgium,AUD,68756
2019-10-24,Belgium,CAD,55805
2019-10-24,Italy,GBP,69611
2019-10-24,Chile,USD,34480
2019-10-24,Austria,USD,65060
2019-10-24,Latvia,AUD,14576
2019-10-24,United Arab Emirates,USD,47740
2019-10-24,United Kingdom,CAD,61521
2019-10-24,United Arab Emirates,GBP,69926
2019-10-24,Australia,USD,67595
2019-10-24,Latvia,GBP,59047
2019-10-24,United Arab Emirates,AUD,27973
2019-10-24,Latvia,USD,7291
2019-10-24,United Kingdom,CAD,55695
2019-10-24,South Africa,USD,36288
2019-10-24,Australia,USD,38903
2019-10-24,South Africa,USD,76459
2019-10-24,United Arab Emirates,EUR,31073
2019-10-24,Belgium,EUR,21656
2019-10-24,Austria,CAD,96784
2019-10-24,Qatar,GBP,99282
2019-10-24,Austria,USD,13316
2019-10-24,United Kingdom,CAD,93510
2019-10-24,Australia,USD,71728
2019-10-24,Latvia,GBP,61231
2019-10-24,Austria,USD,48151
2019-10-24,Italy,EUR,67980
2019-10-24,Australia,GBP,91504
2019-10-24,United Arab Emirates,GBP,3383
2019-10-24,Latvia,GBP,4156
2019-10-24,United Arab Emirates,EUR,71475
2019-10-24,Italy,EUR,61886
2019-10-24,Australia,CAD,72813
2019-10-24,United Kingdom,CAD,16662
2019-10-24,Australia,CAD,24409
2019-10-24,Australia,CAD,66276
2019-10-24,Latvia,CAD,38614
2019-10-24,Italy,USD,37750
2019-10-24,Belgium,CAD,78236
2019-10-24,Belgium,CAD,12374
2019-10-24,Italy,AUD,13801
2019-10-24,Latvia,CAD,37546
2019-10-24,Latvia,GBP,61933
2019-10-24,Chile,GBP,29085
2019-10-24,Belgium,CAD,71728
2019-10-24,South Africa,EUR,81007
2019-10-24,South Africa,AUD,72337
2019-10-24,United Arab Emirates,AUD,2281
2019-10-24,Belgium,AUD,21574
2019-10-24,Qatar,CAD,19141
2019-10-24,Latvia,GBP,51753
2019-10-24,Latvia,USD,31267
2019-10-24,United Kingdom,CAD,55674
2019-10-24,Australia,USD,44027
2019-10-24,South Africa,AUD,46900
2019-10-24,Chile,AUD,40818
2019-10-24,United Arab Emirates,CAD,7825
2019-10-24,Australia,GBP,56982
2019-10-24,Latvia,USD,72168
2019-10-24,Latvia,EUR,66639
2019-10-24,South Africa,CAD,30531
2019-10-24,Australia,GBP,91498
2019-10-24,United States of America,GBP,88612
2019-10-24,Austria,EUR,74588
2019-10-24,Austria,AUD,10824
2019-10-24,United States of America,CAD,89814
2019-10-24,Belgium,AUD,10239
2019-10-24,United States of America,USD,26545
2019-10-24,Chile,CAD,58331
2019-10-24,South Africa,USD,50350
2019-10-24,United States of America,AUD,90931
2019-10-24,Latvia,EUR,18868
2019-10-24,Latvia,CAD,18698
2019-10-24,United Kingdom,USD,26461
2019-10-24,United Arab Emirates,GBP,97820
2019-10-24,United States of America,GBP,49494
2019-10-24,Italy,USD,81112
2019-10-24,United States of America,AUD,76201
2019-10-24,Qatar,GBP,81317
2019-10-24,South Africa,AUD,79266
2019-10-24,Qatar,AUD,19078
2019-10-24,Belgium,CAD,85036
2019-10-24,Latvia,AUD,86680
2019-10-24,Qatar,GBP,99189
2019-10-24,United Kingdom,CAD,6378
2019-10-24,Qatar,GBP,85008
2019-10-24,United States of America,USD,66552
2019-10-24,Australia,EUR,98236
2019-10-24,Belgium,EUR,74428
2019-10-24,United Arab Emirates,CAD,68072
2019-10-24,United Arab Emirates,AUD,46882
2019-10-24,Latvia,USD,80760
2019-10-24,Belgium,GBP,60523
2019-10-24,Chile,GBP,37769
2019-10-24,Latvia,USD,61222
2019-10-24,United States of America,USD,12351
2019-10-24,Qatar,AUD,46371
2019-10-24,Belgium,EUR,25566
2019-10-24,Australia,EUR,80466
2019-10-24,United Arab Emirates,GBP,39829
2019-10-24,Austria,AUD,53706
2019-10-24,United Arab Emirates,CAD,3951
2019-10-24,Australia,USD,49470
2019-10-24,United Arab Emirates,EUR,46921
2019-10-24,Italy,CAD,53287
2019-10-24,Italy,USD,707
2019-10-24,Belgium,CAD,9943
2019-10-24,South Africa,CAD,34496
2019-10-24,Austria,EUR,11290
2019-10-24,Belgium,AUD,67123
2019-10-24,Austria,GBP,96376
2019-10-24,United Arab Emirates,USD,90418
2019-10-24,Chile,GBP,79329
2019-10-24,United Arab Emirates,EUR,77568
2019-10-24,Australia,EUR,28064
2019-10-24,United Arab Emirates,USD,71800
2019-10-24,United States of America,USD,20836
2019-10-24,Austria,CAD,65501
2019-10-24,Qatar,CAD,84031
2019-10-24,Italy,EUR,18884
2019-10-24,United Kingdom,CAD,42934
2019-10-24,Latvia,GBP,27844
2019-10-24,Australia,GBP,60078
2019-10-24,Belgium,CAD,39066
2019-10-24,Chile,EUR,14562
2019-10-24,Qatar,EUR,1153
2019-10-24,United Kingdom,EUR,8452
2019-10-24,Chile,CAD,37804
2019-10-24,Latvia,AUD,36560
2019-10-24,United Kingdom,GBP,20188
2019-10-24,Italy,AUD,37443
2019-10-24,United Arab Emirates,AUD,41707
2019-10-24,Australia,CAD,2707
2019-10-24,Australia,GBP,41417
2019-10-24,Italy,GBP,75605
2019-10-24,Belgium,EUR,22116
2019-10-24,Chile,EUR,40168
2019-10-24,United Arab Emirates,GBP,94457
2019-10-24,United Arab Emirates,AUD,51870
2019-10-24,Italy,AUD,69531
2019-10-24,United States of America,USD,47910
2019-10-24,United Arab Emirates,USD,6297
2019-10-24,Qatar,GBP,35118
2019-10-24,United Kingdom,AUD,13624
2019-10-24,Latvia,CAD,66334
2019-10-24,Austria,EUR,36245
2019-10-24,Qatar,GBP,46699
2019-10-24,Chile,GBP,69599
2019-10-24,Austria,GBP,92419
2019-10-24,Belgium,CAD,70956
2019-10-24,Australia,GBP,72311
2019-10-24,United States of America,EUR,79006
2019-10-24,United Arab Emirates,CAD,73153
2019-10-24,Chile,GBP,57542
2019-10-24,United Kingdom,AUD,69344
2019-10-24,Latvia,AUD,12241
2019-10-24,Latvia,AUD,13440
2019-10-24,Chile,GBP,76835
2019-10-24,Belgium,AUD,65741
2019-10-24,Latvia,EUR,30997
2019-10-24,Austria,USD,28187
2019-10-24,Australia,CAD,99476
2019-10-24,Qatar,AUD,60601
2019-10-24,Australia,EUR,82101
2019-10-24,Chile,USD,33997
2019-10-24,South Africa,EUR,42896
2019-10-24,South Africa,GBP,45191
2019-10-24,Qatar,AUD,39004
2019-10-24,United States of America,CAD,7133
2019-10-24,Australia,GBP,93058
2019-10-24,United Kingdom,USD,49973
2019-10-24,Qatar,AUD,56054
2019-10-24,Chile,EUR,1822
2019-10-24,Latvia,GBP,56668
2019-10-24,Chile,EUR,77911
2019-10-24,Latvia,GBP,99212
2019-10-24,Austria,GBP,22032
2019-10-24,United Kingdom,EUR,22335
2019-10-24,Belgium,EUR,43957
2019-10-24,United States of America,AUD,14761
2019-10-24,Belgium,USD,78726
2019-10-24,Italy,CAD,10165
2019-10-24,Austria,USD,20007
2019-10-24,Australia,EUR,18931
2019-10-24,South Africa,GBP,92019
2019-10-24,South Africa,CAD,20341
2019-10-24,United Arab Emirates,EUR,76086
2019-10-24,Chile,USD,38912
2019-10-24,Austria,GBP,28372
2019-10-24,Australia,AUD,25067
2019-10-24,South Africa,USD,15786
2019-10-24,Latvia,EUR,63682
2019-10-24,South Africa,USD,29818
2019-10-24,Belgium,USD,2894
2019-10-24,Qatar,EUR,63508
2019-10-24,Italy,AUD,25523
2019-10-24,United States of America,AUD,35196
2019-10-24,United States of America,USD,48293
2019-10-24,United Kingdom,AUD,47033
2019-10-24,Belgium,USD,11253
2019-10-24,Italy,CAD,46196
2019-10-24,United Kingdom,EUR,31681
2019-10-24,Belgium,GBP,90943
2019-10-24,Austria,CAD,48752
2019-10-24,South Africa,EUR,78443
2019-10-24,Italy,GBP,74172
2019-10-24,United Kingdom,CAD,47072
2019-10-24,Italy,USD,97299
2019-10-24,Latvia,USD,58253
2019-10-24,Chile,CAD,8973
2019-10-24,Chile,CAD,30690
2019-10-24,United Kingdom,USD,41988
2019-10-24,Chile,USD,6021
2019-10-24,United Kingdom,USD,11384
2019-10-24,United States of America,USD,73796
2019-10-24,United Kingdom,GBP,68645
2019-10-24,Austria,CAD,72990
2019-10-24,United States of America,CAD,56132
2019-10-24,Latvia,USD,49067
2019-10-24,Australia,USD,74999
2019-10-24,Belgium,AUD,23408
2019-10-24,Italy,AUD,57120
2019-10-24,Qatar,CAD,73905
2019-10-24,United Arab Emirates,CAD,98713
2019-10-24,United Kingdom,CAD,27698
2019-10-24,South Africa,USD,14529
2019-10-24,Austria,GBP,7071
2019-10-24,Austria,CAD,7969
2019-10-24,Latvia,CAD,79104
2019-10-24,Italy,AUD,14678
2019-10-24,Qatar,AUD,20642
2019-10-24,Austria,CAD,55422
2019-10-24,Chile,USD,84904
2019-10-24,United Arab Emirates,GBP,52600
2019-10-24,Australia,GBP,59522
2019-10-24,Latvia,EUR,67645
2019-10-24,South Africa,EUR,48468
2019-10-24,Belgium,USD,84523
2019-10-24,Qatar,EUR,9143
2019-10-24,Latvia,AUD,1217
2019-10-24,Qatar,GBP,14799
2019-10-24,United Arab Emirates,AUD,89431
2019-10-24,Qatar,CAD,66599
2019-10-24,Belgium,USD,64045
2019-10-24,Qatar,AUD,2911
2019-10-24,Austria,EUR,25132
2019-10-24,Austria,CAD,56278
2019-10-24,United Arab Emirates,USD,5227
2019-10-24,United States of America,GBP,51288
