date,country,currency,amount
2019-10-02,Latvia,EUR,48727
2019-10-02,Qatar,EUR,79905
2019-10-02,Australia,EUR,8855
2019-10-02,United States of America,AUD,18416
2019-10-02,Latvia,GBP,50216
2019-10-02,Australia,CAD,45120
2019-10-02,United Kingdom,AUD,20785
2019-10-02,Chile,EUR,64783
2019-10-02,Austria,CAD,34887
2019-10-02,Australia,USD,49766
2019-10-02,Australia,EUR,33148
2019-10-02,United Arab Emirates,CAD,86433
2019-10-02,Latvia,CAD,64814
2019-10-02,United States of America,CAD,14933
2019-10-02,Italy,CAD,45704
2019-10-02,Latvia,EUR,97506
2019-10-02,Italy,CAD,78927
2019-10-02,United Kingdom,USD,91899
2019-10-02,Latvia,EUR,19127
2019-10-02,Italy,AUD,84715
2019-10-02,Chile,GBP,56050
2019-10-02,United States of America,AUD,35383
2019-10-02,Australia,CAD,4468
2019-10-02,Austria,AUD,80606
2019-10-02,United States of America,EUR,50429
2019-10-02,United Arab Emirates,USD,9055
2019-10-02,Qatar,USD,83335
2019-10-02,Qatar,USD,93774
2019-10-02,United Arab Emirates,CAD,23145
2019-10-02,United States of America,AUD,94782
2019-10-02,Latvia,GBP,70151
2019-10-02,United Arab Emirates,CAD,69848
2019-10-02,South Africa,AUD,88197
2019-10-02,Australia,CAD,97592
2019-10-02,United Arab Emirates,CAD,77910
2019-10-02,United Arab Emirates,AUD,21468
2019-10-02,United Arab Emirates,CAD,78462
2019-10-02,Chile,EUR,49858
2019-10-02,United Arab Emirates,CAD,83789
2019-10-02,Australia,GBP,7464
2019-10-02,Australia,CAD,3368
2019-10-02,United Kingdom,USD,91832
2019-10-02,United Arab Emirates,AUD,60446
2019-10-02,Qatar,EUR,17041
2019-10-02,South Africa,GBP,90821
2019-10-02,United Kingdom,CAD,26346
2019-10-02,United States of America,AUD,82634
2019-10-02,South Africa,USD,25101
2019-10-02,South Africa,EUR,2149
2019-10-02,United States of America,USD,15368
2019-10-02,United States of America,AUD,62151
2019-10-02,Qatar,CAD,14920
2019-10-02,United Kingdom,GBP,50529
2019-10-02,United States of America,GBP,45269
2019-10-02,Qatar,USD,98882
2019-10-02,United States of America,AUD,49943
2019-10-02,South Africa,USD,54882
2019-10-02,Belgium,EUR,54073
2019-10-02,Italy,GBP,17575
2019-10-02,Belgium,AUD,10347
2019-10-02,Chile,AUD,10485
2019-10-02,Qatar,AUD,97262
2019-10-02,Belgium,EUR,71215
2019-10-02,United Arab Emirates,CAD,64612
2019-10-02,South Africa,CAD,4597
2019-10-02,Qatar,EUR,85311
2019-10-02,United Arab Emirates,USD,21562
2019-10-02,Latvia,EUR,88822
2019-10-02,Qatar,CAD,47755
2019-10-02,South Africa,EUR,79913
2019-10-02,United Kingdom,AUD,79422
2019-10-02,Italy,USD,13894
2019-10-02,Latvia,AUD,88476
2019-10-02,Belgium,CAD,60637
2019-10-02,South Africa,USD,66939
2019-10-02,South Africa,GBP,29226
2019-10-02,United Arab Emirates,AUD,23483
2019-10-02,Belgium,AUD,48712
2019-10-02,Chile,USD,57995
2019-10-02,Latvia,AUD,95141
2019-10-02,Italy,USD,63520
2019-10-02,Qatar,EUR,96086
2019-10-02,Belgium,GBP,53074
2019-10-02,South Africa,AUD,285
2019-10-02,United Arab Emirates,GBP,33051
2019-10-02,Chile,AUD,4900
2019-10-02,Italy,AUD,13619
2019-10-02,Austria,USD,48517
2019-10-02,Australia,CAD,50806
2019-10-02,United Arab Emirates,USD,99512
2019-10-02,United Arab Emirates,AUD,95079
2019-10-02,Latvia,CAD,97552
2019-10-02,Australia,CAD,5395
2019-10-02,South Africa,CAD,53677
2019-10-02,Austria,AUD,85703
2019-10-02,United Arab Emirates,CAD,25151
2019-10-02,Qatar,AUD,76666
2019-10-02,United Kingdom,USD,74114
2019-10-02,South Africa,USD,50633
2019-10-02,Belgium,CAD,6196
2019-10-02,Latvia,GBP,14321
2019-10-02,Belgium,CAD,32940
2019-10-02,Qatar,GBP,18205
2019-10-02,Austria,EUR,57155
2019-10-02,Belgium,EUR,54641
2019-10-02,Italy,USD,85865
2019-10-02,Latvia,GBP,77000
2019-10-02,United States of America,AUD,15492
2019-10-02,Italy,CAD,68693
2019-10-02,United Arab Emirates,USD,7027
2019-10-02,Qatar,AUD,21717
2019-10-02,Italy,CAD,67497
2019-10-02,Austria,EUR,59535
2019-10-02,Latvia,AUD,24776
2019-10-02,South Africa,USD,62083
2019-10-02,South Africa,AUD,46310
2019-10-02,Belgium,AUD,66207
2019-10-02,United Arab Emirates,AUD,45435
2019-10-02,Austria,USD,61432
2019-10-02,Austria,EUR,633
2019-10-02,United States of America,USD,36243
2019-10-02,Belgium,GBP,33808
2019-10-02,Qatar,USD,42303
2019-10-02,United Kingdom,AUD,99133
2019-10-02,Chile,EUR,47134
2019-10-02,Latvia,GBP,77254
2019-10-02,United States of America,GBP,99923
2019-10-02,Austria,AUD,39531
2019-10-02,United Arab Emirates,EUR,63475
2019-10-02,Chile,AUD,59520
2019-10-02,Latvia,GBP,19876
2019-10-02,United Kingdom,CAD,46831
2019-10-02,United Kingdom,AUD,56002
2019-10-02,Qatar,GBP,28186
2019-10-02,Qatar,EUR,18419
2019-10-02,South Africa,GBP,47216
2019-10-02,Belgium,USD,3707
2019-10-02,Australia,AUD,3435
2019-10-02,South Africa,USD,3657
2019-10-02,United States of America,USD,25291
2019-10-02,Qatar,CAD,34091
2019-10-02,Australia,AUD,99952
2019-10-02,South Africa,EUR,50704
2019-10-02,Chile,CAD,29730
2019-10-02,United Arab Emirates,AUD,26050
2019-10-02,United Arab Emirates,CAD,83691
2019-10-02,Austria,CAD,53475
2019-10-02,South Africa,GBP,56555
2019-10-02,United States of America,USD,62929
2019-10-02,United States of America,AUD,537
2019-10-02,United States of America,CAD,96420
2019-10-02,United Kingdom,EUR,87429
2019-10-02,Latvia,CAD,7555
2019-10-02,Chile,USD,25926
2019-10-02,United Arab Emirates,GBP,29810
2019-10-02,South Africa,CAD,17578
2019-10-02,Australia,GBP,61840
2019-10-02,United Kingdom,EUR,67570
2019-10-02,United Arab Emirates,GBP,49674
2019-10-02,Chile,USD,59214
2019-10-02,South Africa,AUD,6610
2019-10-02,South Africa,EUR,56556
2019-10-02,United Kingdom,AUD,99916
2019-10-02,Latvia,CAD,504
2019-10-02,Austria,CAD,47101
2019-10-02,Belgium,USD,37729
2019-10-02,United Arab Emirates,EUR,84801
2019-10-02,Austria,GBP,6355
2019-10-02,Latvia,AUD,85889
2019-10-02,United Arab Emirates,GBP,28469
2019-10-02,United Kingdom,CAD,14135
2019-10-02,Latvia,USD,54917
2019-10-02,United Kingdom,EUR,76815
2019-10-02,United Kingdom,GBP,44599
2019-10-02,Latvia,CAD,32483
2019-10-02,Australia,CAD,52928
2019-10-02,United Kingdom,USD,5577
2019-10-03,Chile,GBP,72193
2019-10-03,United States of America,USD,80141
2019-10-03,United Arab Emirates,GBP,98980
2019-10-03,Italy,CAD,92845
2019-10-03,Australia,EUR,45490
2019-10-03,Qatar,CAD,74977
2019-10-03,Qatar,CAD,72533
2019-10-03,Belgium,AUD,40860
2019-10-03,United Arab Emirates,CAD,36097
2019-10-03,Austria,EUR,16010
2019-10-03,South Africa,EUR,14486
2019-10-03,Australia,EUR,15194
2019-10-03,Qatar,AUD,89860
2019-10-03,South Africa,AUD,81380
2019-10-03,Chile,AUD,27167
2019-10-03,United Arab Emirates,GBP,74458
2019-10-03,United Kingdom,AUD,49496
2019-10-03,Austria,CAD,27487
2019-10-03,Chile,EUR,90403
2019-10-03,Belgium,USD,49916
2019-10-03,Australia,GBP,1539
2019-10-03,United States of America,AUD,56550
2019-10-03,Australia,EUR,16903
2019-10-03,Latvia,EUR,94398
2019-10-03,Belgium,CAD,84386
2019-10-03,Austria,USD,57274
2019-10-03,Italy,USD,95217
2019-10-03,Italy,EUR,82252
2019-10-03,Austria,GBP,7444
2019-10-03,Qatar,USD,69621
2019-10-03,United Arab Emirates,EUR,19155
2019-10-03,Chile,CAD,66460
2019-10-03,Belgium,AUD,92779
2019-10-03,Qatar,USD,48778
2019-10-03,United Kingdom,AUD,31100
2019-10-03,Qatar,GBP,77058
2019-10-03,United Kingdom,USD,432
2019-10-03,Belgium,EUR,9970
2019-10-03,Australia,GBP,96680
2019-10-03,Australia,USD,49357
2019-10-03,Australia,CAD,43392
2019-10-03,South Africa,USD,57294
2019-10-03,South Africa,CAD,76170
2019-10-03,South Africa,GBP,83320
2019-10-03,Qatar,CAD,15992
2019-10-03,Italy,EUR,36854
2019-10-03,United States of America,USD,9463
2019-10-03,Belgium,AUD,55262
2019-10-03,United States of America,EUR,50136
2019-10-03,Australia,CAD,23754
2019-10-03,South Africa,AUD,94285
2019-10-03,Qatar,AUD,48404
2019-10-03,Chile,USD,1182
2019-10-03,Belgium,GBP,32599
2019-10-03,Chile,EUR,82371
2019-10-03,Austria,AUD,11710
2019-10-03,Australia,CAD,91159
2019-10-03,Italy,USD,1078
2019-10-03,Belgium,AUD,68047
2019-10-03,United States of America,CAD,42162
2019-10-03,Austria,AUD,47819
2019-10-03,United Arab Emirates,GBP,52239
2019-10-03,United Kingdom,EUR,68299
2019-10-03,United Arab Emirates,USD,87321
2019-10-03,United States of America,CAD,61376
2019-10-03,Qatar,AUD,57377
2019-10-03,Italy,USD,21894
2019-10-03,Chile,GBP,38889
2019-10-03,United States of America,CAD,78781
2019-10-03,South Africa,AUD,98456
2019-10-03,South Africa,USD,80441
2019-10-03,Latvia,EUR,94392
2019-10-03,Qatar,CAD,20272
2019-10-03,South Africa,USD,45819
2019-10-03,Chile,CAD,15970
2019-10-03,United Kingdom,GBP,49639
2019-10-03,Belgium,GBP,56119
2019-10-03,Austria,AUD,52093
2019-10-03,United Kingdom,EUR,55083
2019-10-03,Austria,GBP,93582
2019-10-03,Austria,GBP,96606
2019-10-03,United States of America,USD,96485
2019-10-03,United Arab Emirates,EUR,6520
2019-10-03,United States of America,EUR,57475
2019-10-03,United States of America,USD,23679
2019-10-03,United States of America,GBP,12280
2019-10-03,Italy,CAD,19153
2019-10-03,Australia,USD,75906
2019-10-03,United Arab Emirates,CAD,16784
2019-10-03,Austria,CAD,51856
2019-10-03,Qatar,GBP,96959
2019-10-03,Latvia,CAD,10888
2019-10-03,Australia,USD,35961
2019-10-03,Italy,USD,82146
2019-10-03,United Arab Emirates,USD,19396
2019-10-03,Australia,GBP,61571
2019-10-03,United Arab Emirates,CAD,12117
2019-10-03,United Arab Emirates,GBP,21967
2019-10-03,South Africa,AUD,48360
2019-10-03,Australia,GBP,26805
2019-10-03,Italy,EUR,54507
2019-10-03,Latvia,USD,65575
2019-10-03,Latvia,EUR,93502
2019-10-03,Belgium,CAD,3464
2019-10-03,United States of America,CAD,93689
2019-10-03,Belgium,EUR,98108
2019-10-03,United Kingdom,GBP,93265
2019-10-03,South Africa,GBP,59007
2019-10-03,Italy,CAD,48555
2019-10-03,United Arab Emirates,EUR,4925
2019-10-03,Austria,CAD,69864
2019-10-03,Australia,CAD,76422
2019-10-03,Australia,CAD,83009
2019-10-03,United Arab Emirates,USD,30093
2019-10-03,United States of America,GBP,66458
2019-10-03,South Africa,USD,64334
2019-10-03,Australia,CAD,64971
2019-10-03,Italy,EUR,60020
2019-10-03,Belgium,CAD,71930
2019-10-03,Qatar,USD,51789
2019-10-03,Australia,CAD,34712
2019-10-03,United Arab Emirates,EUR,45552
2019-10-03,Chile,EUR,17661
2019-10-03,Australia,CAD,67169
2019-10-03,Italy,EUR,64685
2019-10-03,Latvia,EUR,68789
2019-10-03,Latvia,CAD,68310
2019-10-03,Belgium,AUD,45916
2019-10-03,United Kingdom,EUR,59652
2019-10-03,Latvia,EUR,30136
2019-10-03,Austria,CAD,5181
2019-10-03,United Arab Emirates,USD,38490
2019-10-03,Qatar,AUD,70400
2019-10-03,Australia,CAD,59174
2019-10-03,Australia,AUD,14060
2019-10-03,United Arab Emirates,GBP,39780
2019-10-03,Latvia,USD,72393
2019-10-03,Austria,EUR,23039
2019-10-03,United Arab Emirates,EUR,81335
2019-10-03,Belgium,EUR,50842
2019-10-03,Belgium,USD,67510
2019-10-03,United States of America,GBP,83335
2019-10-03,Belgium,EUR,94885
2019-10-03,Chile,USD,85402
2019-10-03,Australia,CAD,16056
2019-10-03,Latvia,AUD,88481
2019-10-03,Belgium,CAD,51958
2019-10-03,Chile,CAD,71910
2019-10-03,South Africa,EUR,79286
2019-10-03,Chile,GBP,29911
2019-10-03,South Africa,AUD,40322
2019-10-03,Chile,CAD,14614
2019-10-03,Australia,EUR,1429
2019-10-03,United Kingdom,GBP,97622
2019-10-03,United Arab Emirates,EUR,73973
2019-10-03,Australia,CAD,26335
2019-10-03,Latvia,USD,17221
2019-10-03,Qatar,EUR,66699
2019-10-03,Australia,GBP,2388
2019-10-03,Australia,USD,70777
2019-10-03,Qatar,CAD,65738
2019-10-03,Qatar,CAD,53617
2019-10-03,Austria,AUD,88729
2019-10-03,Chile,USD,29488
2019-10-03,Australia,USD,10516
2019-10-03,Australia,USD,45678
2019-10-03,Belgium,USD,56224
2019-10-03,Australia,AUD,11212
2019-10-03,Austria,GBP,88814
2019-10-03,United States of America,EUR,46608
2019-10-03,Chile,GBP,62618
2019-10-03,Belgium,USD,36971
2019-10-03,Latvia,AUD,86260
2019-10-03,Latvia,AUD,54137
2019-10-03,United Arab Emirates,USD,53527
2019-10-03,United States of America,EUR,15275
2019-10-03,United Kingdom,CAD,33538
2019-10-03,Australia,USD,9948
2019-10-03,South Africa,AUD,72691
2019-10-03,Chile,USD,81813
2019-10-03,Australia,USD,12293
2019-10-03,South Africa,EUR,91716
2019-10-03,Australia,GBP,3259
2019-10-03,Austria,USD,15490
2019-10-03,Chile,GBP,4955
2019-10-03,Belgium,AUD,5909
2019-10-03,Belgium,AUD,94959
2019-10-03,United Kingdom,CAD,12086
2019-10-03,South Africa,AUD,71986
2019-10-03,Austria,USD,84451
2019-10-03,United Kingdom,GBP,81918
2019-10-03,South Africa,AUD,14901
2019-10-03,United Arab Emirates,CAD,26514
2019-10-03,United Kingdom,CAD,24372
2019-10-03,Australia,EUR,82843
2019-10-03,Belgium,USD,10643
2019-10-03,United States of America,EUR,36495
2019-10-03,Qatar,CAD,67712
2019-10-03,United Kingdom,GBP,51160
2019-10-03,Austria,EUR,83703
2019-10-03,United Kingdom,USD,96679
2019-10-03,United States of America,CAD,38225
2019-10-03,Qatar,AUD,23678
2019-10-03,Qatar,CAD,16178
2019-10-03,United States of America,CAD,47857
2019-10-03,South Africa,GBP,79861
2019-10-03,Latvia,EUR,57787
2019-10-03,Qatar,USD,7966
2019-10-03,United Arab Emirates,USD,72633
2019-10-03,Belgium,USD,63319
2019-10-03,Latvia,EUR,49323
2019-10-03,United Kingdom,EUR,70450
2019-10-03,United States of America,EUR,89451
2019-10-03,United Arab Emirates,AUD,39206
2019-10-03,United Arab Emirates,GBP,79651
2019-10-03,United Arab Emirates,AUD,98120
2019-10-03,Belgium,CAD,11952
2019-10-03,South Africa,GBP,15431
2019-10-03,Qatar,USD,22717
2019-10-03,Belgium,GBP,91141
2019-10-03,United States of America,GBP,1925
2019-10-03,United States of America,EUR,98186
2019-10-03,United Arab Emirates,AUD,54852
2019-10-03,Australia,AUD,66737
2019-10-03,Austria,AUD,70838
2019-10-03,Austria,CAD,28625
2019-10-03,United Kingdom,GBP,59952
2019-10-03,Austria,GBP,27547
2019-10-03,Qatar,USD,4717
2019-10-03,Belgium,AUD,28619
2019-10-03,United States of America,AUD,50556
2019-10-03,United Arab Emirates,AUD,24697
2019-10-03,Belgium,USD,81101
2019-10-03,Austria,GBP,28134
2019-10-03,United Arab Emirates,GBP,94191
2019-10-03,Latvia,CAD,38969
2019-10-03,Australia,GBP,73888
2019-10-03,Australia,CAD,22998
2019-10-03,South Africa,CAD,49792
2019-10-03,South Africa,CAD,6064
2019-10-03,Australia,USD,8213
2019-10-03,Latvia,USD,77680
2019-10-03,Chile,EUR,77925
2019-10-03,Italy,GBP,9957
2019-10-03,United Kingdom,USD,68157
2019-10-03,Latvia,CAD,34774
2019-10-03,Austria,EUR,69868
2019-10-03,Chile,USD,34645
2019-10-03,Belgium,AUD,1458
2019-10-03,Latvia,AUD,70259
2019-10-03,Qatar,USD,66476
2019-10-03,Latvia,GBP,19568
2019-10-03,United States of America,AUD,85664
2019-10-03,Qatar,AUD,68239
2019-10-03,Italy,EUR,23233
2019-10-03,Belgium,EUR,34045
2019-10-03,Australia,AUD,84358
2019-10-03,United Kingdom,CAD,16860
2019-10-03,United Arab Emirates,CAD,36485
2019-10-03,United Arab Emirates,USD,69989
2019-10-03,United Arab Emirates,USD,4766
2019-10-03,Latvia,CAD,97397
2019-10-03,Austria,CAD,51728
2019-10-03,Italy,USD,32955
2019-10-03,United Kingdom,AUD,9756
2019-10-03,Latvia,CAD,89501
2019-10-03,United Arab Emirates,CAD,31128
2019-10-03,Qatar,AUD,27507
2019-10-03,Belgium,EUR,40879
2019-10-03,Chile,GBP,91651
2019-10-03,Chile,CAD,6759
2019-10-03,Belgium,USD,49435
2019-10-03,Belgium,GBP,60036
2019-10-03,United Kingdom,EUR,57215
2019-10-03,Belgium,CAD,59311
2019-10-03,South Africa,EUR,91610
2019-10-03,Belgium,AUD,10226
2019-10-03,South Africa,USD,21948
2019-10-03,Australia,AUD,80979
2019-10-03,South Africa,GBP,91704
2019-10-03,Qatar,GBP,77041
2019-10-03,Italy,CAD,64048
2019-10-03,United States of America,AUD,7991
2019-10-03,Latvia,CAD,33164
2019-10-03,Latvia,AUD,80423
2019-10-03,Latvia,EUR,19896
2019-10-03,United Arab Emirates,GBP,88671
2019-10-03,South Africa,USD,47336
2019-10-03,Belgium,EUR,18145
2019-10-03,United Arab Emirates,USD,16016
2019-10-03,United Arab Emirates,EUR,86038
2019-10-03,United Arab Emirates,GBP,5956
2019-10-03,Chile,AUD,15938
2019-10-03,United Kingdom,USD,37743
2019-10-03,Belgium,CAD,54399
2019-10-03,Austria,GBP,80169
2019-10-03,South Africa,GBP,8690
2019-10-03,United Kingdom,CAD,3700
2019-10-03,United Kingdom,GBP,86208
2019-10-03,Austria,AUD,1690
2019-10-03,Belgium,AUD,94533
2019-10-03,Latvia,USD,21527
2019-10-03,United Kingdom,GBP,73833
2019-10-03,Australia,CAD,13504
2019-10-03,South Africa,USD,53401
2019-10-03,Qatar,GBP,59829
2019-10-03,United Kingdom,USD,61785
2019-10-03,Italy,EUR,34054
2019-10-03,United Kingdom,USD,8623
2019-10-03,Australia,EUR,91453
2019-10-03,Latvia,CAD,24703
2019-10-03,Chile,CAD,71226
2019-10-03,Qatar,USD,62926
2019-10-03,Qatar,AUD,53313
2019-10-03,United Kingdom,USD,89914
2019-10-03,Australia,EUR,3215
2019-10-03,United States of America,USD,14461
2019-10-03,United Arab Emirates,EUR,52883
2019-10-03,South Africa,USD,3346
2019-10-03,Qatar,USD,32746
2019-10-03,Italy,GBP,1915
2019-10-03,United States of America,AUD,21280
2019-10-03,Belgium,GBP,82530
2019-10-03,Italy,GBP,49339
2019-10-03,United Kingdom,GBP,50901
2019-10-03,Austria,USD,73721
2019-10-03,South Africa,EUR,92662
2019-10-03,United Kingdom,EUR,36719
2019-10-03,Chile,AUD,17059
2019-10-03,Austria,EUR,60539
2019-10-03,Austria,AUD,8686
2019-10-03,Chile,EUR,81435
2019-10-03,Australia,USD,26060
2019-10-03,Australia,USD,16465
2019-10-03,Qatar,GBP,90851
2019-10-03,South Africa,CAD,54158
2019-10-03,Italy,CAD,78436
2019-10-03,South Africa,CAD,9407
2019-10-03,Australia,GBP,53097
2019-10-03,Chile,AUD,37520
2019-10-03,Latvia,GBP,20665
2019-10-03,Chile,AUD,71000
2019-10-03,United Arab Emirates,USD,95535
2019-10-03,Belgium,GBP,66120
2019-10-03,South Africa,USD,32282
2019-10-03,Qatar,AUD,1244
2019-10-03,South Africa,USD,36428
2019-10-03,Chile,USD,37000
2019-10-03,Belgium,USD,62640
2019-10-03,Australia,EUR,13902
2019-10-03,Chile,AUD,8806
2019-10-03,Belgium,USD,76107
2019-10-03,Italy,GBP,43047
2019-10-03,Australia,EUR,9570
2019-10-03,Latvia,USD,12850
2019-10-03,Australia,AUD,38770
2019-10-03,Latvia,CAD,22794
2019-10-03,United Arab Emirates,GBP,50235
2019-10-03,Latvia,CAD,45757
2019-10-03,Latvia,AUD,61631
2019-10-03,Italy,AUD,16496
2019-10-03,Chile,GBP,91033
2019-10-03,United Kingdom,EUR,73492
2019-10-03,Belgium,CAD,10981
2019-10-03,United Arab Emirates,USD,26448
2019-10-03,Belgium,USD,1152
2019-10-03,Italy,GBP,83455
2019-10-03,Belgium,GBP,82939
2019-10-03,United States of America,GBP,79687
2019-10-03,United Arab Emirates,AUD,25332
2019-10-03,Australia,EUR,56681
2019-10-03,United States of America,AUD,4494
2019-10-03,Chile,GBP,869
2019-10-03,United States of America,GBP,64474
2019-10-03,United States of America,AUD,62183
2019-10-03,Qatar,EUR,98901
2019-10-03,United Kingdom,GBP,79589
2019-10-03,United Arab Emirates,CAD,76735
2019-10-03,Chile,CAD,5732
2019-10-03,United Arab Emirates,CAD,97498
2019-10-03,South Africa,GBP,88077
2019-10-03,Latvia,CAD,37615
2019-10-03,Chile,USD,804
2019-10-03,United Kingdom,AUD,62849
2019-10-03,Chile,CAD,65688
2019-10-03,United Kingdom,AUD,28053
2019-10-03,United Arab Emirates,USD,40840
2019-10-03,United Arab Emirates,CAD,20907
2019-10-03,Latvia,GBP,17165
2019-10-03,Italy,USD,89865
2019-10-03,United Kingdom,USD,40125
2019-10-03,Italy,USD,45354
2019-10-03,Austria,EUR,42555
2019-10-03,United Arab Emirates,USD,63585
2019-10-03,Italy,GBP,87966
2019-10-03,United States of America,USD,66449
2019-10-03,Australia,CAD,63360
2019-10-03,Belgium,AUD,63284
2019-10-03,Belgium,EUR,58720
2019-10-03,United Arab Emirates,EUR,98218
2019-10-03,South Africa,CAD,17309
2019-10-03,Qatar,CAD,4243
2019-10-03,United States of America,GBP,97771
2019-10-03,Chile,EUR,28535
2019-10-03,United Arab Emirates,USD,4853
2019-10-03,South Africa,EUR,11033
2019-10-03,Australia,CAD,8908
2019-10-03,United Kingdom,CAD,42606
2019-10-03,United States of America,CAD,99111
2019-10-03,Chile,AUD,68647
2019-10-03,United Kingdom,CAD,64386
2019-10-03,Austria,GBP,55408
2019-10-03,Chile,AUD,835
2019-10-03,United Arab Emirates,CAD,41891
2019-10-03,Chile,GBP,34745
2019-10-03,South Africa,AUD,93407
2019-10-03,Chile,AUD,65117
2019-10-03,United States of America,AUD,49173
2019-10-03,United Arab Emirates,USD,52796
2019-10-03,Chile,AUD,87107
2019-10-03,Austria,CAD,86707
2019-10-03,United States of America,GBP,79104
2019-10-03,United Arab Emirates,GBP,61124
2019-10-03,Belgium,GBP,69406
2019-10-03,Austria,GBP,33219
2019-10-03,Belgium,GBP,31818
2019-10-03,United Kingdom,CAD,8656
2019-10-03,Qatar,CAD,4284
2019-10-03,Belgium,EUR,92225
2019-10-03,Italy,EUR,17072
2019-10-03,Chile,CAD,2883
2019-10-03,Qatar,CAD,33779
2019-10-03,United Kingdom,GBP,93168
2019-10-03,Australia,GBP,587
2019-10-03,United Arab Emirates,AUD,71912
2019-10-03,Belgium,EUR,65398
2019-10-03,United Arab Emirates,CAD,16558
2019-10-03,Chile,CAD,86751
2019-10-03,United Kingdom,GBP,67084
2019-10-03,United States of America,GBP,3153
2019-10-03,United Arab Emirates,AUD,35375
2019-10-03,Belgium,USD,55430
2019-10-03,Austria,USD,70540
2019-10-03,Australia,GBP,45745
2019-10-03,Belgium,CAD,51630
2019-10-03,United Kingdom,USD,53879
2019-10-03,United States of America,AUD,14631
2019-10-03,United States of America,GBP,4619
2019-10-03,South Africa,USD,24013
2019-10-03,Italy,AUD,60831
2019-10-03,United Kingdom,GBP,30051
2019-10-03,United States of America,CAD,91382
2019-10-03,South Africa,USD,20495
2019-10-03,United States of America,AUD,97136
2019-10-03,United Kingdom,CAD,67406
2019-10-03,United States of America,AUD,52990
2019-10-03,United Kingdom,CAD,21251
2019-10-03,Italy,AUD,6194
2019-10-03,Qatar,CAD,57770
2019-10-03,Italy,AUD,5326
2019-10-03,Qatar,EUR,36580
2019-10-03,United States of America,USD,17163
2019-10-03,Austria,EUR,91156
2019-10-03,Qatar,GBP,93456
2019-10-03,Italy,GBP,18317
2019-10-03,United Arab Emirates,GBP,12494
2019-10-03,South Africa,GBP,90661
2019-10-03,United Arab Emirates,EUR,67771
2019-10-03,United Kingdom,AUD,93099
2019-10-03,Austria,EUR,40698
2019-10-03,Latvia,CAD,93495
2019-10-03,Qatar,EUR,25472
2019-10-03,United States of America,USD,12629
2019-10-03,Australia,EUR,99151
2019-10-03,United States of America,AUD,59543
2019-10-03,United States of America,USD,69481
2019-10-03,Chile,AUD,65586
2019-10-03,United Arab Emirates,CAD,22319
2019-10-03,Latvia,USD,23064
2019-10-03,Australia,USD,52388
2019-10-03,Qatar,USD,60032
2019-10-03,Austria,EUR,42941
2019-10-04,Chile,CAD,53646
2019-10-04,South Africa,GBP,36720
2019-10-04,Latvia,CAD,64357
2019-10-04,United States of America,AUD,64960
2019-10-04,South Africa,AUD,46373
2019-10-04,Italy,EUR,50464
2019-10-04,Qatar,EUR,32826
2019-10-04,South Africa,EUR,34922
2019-10-04,Latvia,USD,26651
2019-10-04,Chile,USD,19107
2019-10-04,Austria,AUD,40362
2019-10-04,Belgium,GBP,14945
2019-10-04,United States of America,GBP,81152
2019-10-04,Belgium,AUD,80259
2019-10-04,Italy,EUR,66062
2019-10-04,Qatar,CAD,73982
2019-10-04,United Arab Emirates,USD,12324
2019-10-04,South Africa,AUD,59996
2019-10-04,Austria,GBP,79195
2019-10-04,Latvia,AUD,80316
2019-10-04,Belgium,GBP,30791
2019-10-04,Latvia,EUR,9194
2019-10-04,Latvia,EUR,99367
2019-10-04,Qatar,GBP,41376
2019-10-04,Italy,GBP,98876
2019-10-04,Qatar,GBP,35133
2019-10-04,Latvia,GBP,34686
2019-10-04,United Arab Emirates,AUD,28693
2019-10-04,Australia,EUR,7514
2019-10-04,United Kingdom,CAD,55252
2019-10-04,United Arab Emirates,USD,98560
2019-10-04,Italy,AUD,46812
2019-10-04,Qatar,EUR,39091
2019-10-04,Chile,AUD,80060
2019-10-04,Australia,EUR,51457
2019-10-04,United Arab Emirates,EUR,80633
2019-10-04,United States of America,USD,54971
2019-10-04,United Arab Emirates,GBP,54274
2019-10-04,Qatar,AUD,99231
2019-10-04,South Africa,USD,86826
2019-10-04,South Africa,USD,24215
2019-10-04,United States of America,CAD,96545
2019-10-04,Italy,EUR,88170
2019-10-04,Australia,EUR,66783
2019-10-04,Latvia,CAD,28466
2019-10-04,Belgium,AUD,2006
2019-10-04,Latvia,GBP,41968
2019-10-04,United Arab Emirates,AUD,24630
2019-10-04,United Kingdom,GBP,63156
2019-10-04,Australia,EUR,77232
2019-10-04,Belgium,CAD,63378
2019-10-04,Qatar,AUD,23861
2019-10-04,Chile,EUR,89977
2019-10-04,Austria,CAD,32784
2019-10-04,United States of America,USD,68294
2019-10-04,Latvia,CAD,91659
2019-10-04,Latvia,AUD,61556
2019-10-04,United States of America,CAD,72619
2019-10-04,Latvia,CAD,62434
2019-10-04,Chile,EUR,20023
2019-10-04,Chile,USD,26349
2019-10-04,Chile,CAD,62580
2019-10-04,Belgium,EUR,39826
2019-10-04,United Kingdom,CAD,91782
2019-10-04,United Arab Emirates,AUD,50672
2019-10-04,South Africa,CAD,79493
2019-10-04,United States of America,USD,26412
2019-10-04,Chile,GBP,75096
2019-10-04,South Africa,GBP,34027
2019-10-04,Belgium,AUD,90896
2019-10-04,South Africa,EUR,84245
2019-10-04,Belgium,GBP,96144
